fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,,Counter
7.5,0.57,0.02,2.6,0.077,11,35,0.99557,3.36,0.62,10.8,6,7.50.570.022.60.07711350.995573.360.6210.86,2
7.5,0.57,0.08,2.6,0.089,14,27,0.99592,3.3,0.59,10.4,6,7.50.570.082.60.08914270.995923.30.5910.46,1
7.5,0.58,0.03,4.1,0.08,27,46,0.99592,3.02,0.47,9.2,5,7.50.580.034.10.0827460.995923.020.479.25,1
7.5,0.58,0.14,2.2,0.077,27,60,0.9963,3.28,0.59,9.8,5,7.50.580.142.20.07727600.99633.280.599.85,1
7.5,0.58,0.2,2,0.073,34,44,0.99494,3.1,0.43,9.3,5,7.50.580.220.07334440.994943.10.439.35,1
7.5,0.58,0.56,3.1,0.153,5,14,0.99476,3.21,1.03,11.6,6,7.50.580.563.10.1535140.994763.211.0311.66,1
7.5,0.59,0.22,1.8,0.082,43,60,0.99499,3.1,0.42,9.2,5,7.50.590.221.80.08243600.994993.10.429.25,1
7.5,0.6,0.03,1.8,0.095,25,99,0.995,3.35,0.54,10.1,5,7.50.60.031.80.09525990.9953.350.5410.15,2
7.5,0.6,0.03,1.8,0.095,25,99,0.995,3.35,0.54,10.1,5,7.50.60.031.80.09525990.9953.350.5410.15,2
7.5,0.6,0.32,2.7,0.103,13,98,0.99938,3.45,0.62,9.5,5,7.50.60.322.70.10313980.999383.450.629.55,1
7.5,0.61,0.2,1.7,0.076,36,60,0.99494,3.1,0.4,9.3,5,7.50.610.21.70.07636600.994943.10.49.35,1
7.5,0.61,0.26,1.9,0.073,24,88,0.99612,3.3,0.53,9.8,5,7.50.610.261.90.07324880.996123.30.539.85,2
7.5,0.61,0.26,1.9,0.073,24,88,0.99612,3.3,0.53,9.8,5,7.50.610.261.90.07324880.996123.30.539.85,2
7.5,0.63,0.12,5.1,0.111,50,110,0.9983,3.26,0.77,9.4,5,7.50.630.125.10.111501100.99833.260.779.45,1
7.5,0.63,0.27,2,0.083,17,91,0.99616,3.26,0.58,9.8,6,7.50.630.2720.08317910.996163.260.589.86,2
7.5,0.63,0.27,2,0.083,17,91,0.99616,3.26,0.58,9.8,6,7.50.630.2720.08317910.996163.260.589.86,2
7.5,0.64,0,2.4,0.077,18,29,0.9965,3.32,0.6,10,6,7.50.6402.40.07718290.99653.320.6106,1
7.5,0.65,0.18,7,0.088,27,94,0.99915,3.38,0.77,9.4,5,7.50.650.1870.08827940.999153.380.779.45,1
7.5,0.685,0.07,2.5,0.058,5,9,0.99632,3.38,0.55,10.9,4,7.50.6850.072.50.058590.996323.380.5510.94,1
7.5,0.705,0.24,1.8,0.36,15,63,0.9964,3,1.59,9.5,5,7.50.7050.241.80.3615630.996431.599.55,1
7.5,0.71,0,1.6,0.092,22,31,0.99635,3.38,0.58,10,6,7.50.7101.60.09222310.996353.380.58106,1
7.5,0.725,0.04,1.5,0.076,8,15,0.99508,3.26,0.53,9.6,5,7.50.7250.041.50.0768150.995083.260.539.65,1
7.5,0.755,0,1.9,0.084,6,12,0.99672,3.34,0.49,9.7,4,7.50.75501.90.0846120.996723.340.499.74,1
7.5,0.77,0.2,8.1,0.098,30,92,0.99892,3.2,0.58,9.2,5,7.50.770.28.10.09830920.998923.20.589.25,2
7.5,0.77,0.2,8.1,0.098,30,92,0.99892,3.2,0.58,9.2,5,7.50.770.28.10.09830920.998923.20.589.25,2
7.5,1.115,0.1,3.1,0.086,5,12,0.9958,3.54,0.6,11.2,4,7.51.1150.13.10.0865120.99583.540.611.24,1
7.6,0.29,0.49,2.7,0.092,25,60,0.9971,3.31,0.61,10.1,6,7.60.290.492.70.09225600.99713.310.6110.16,1
7.6,0.3,0.42,2,0.052,6,24,0.9963,3.44,0.82,11.9,6,7.60.30.4220.0526240.99633.440.8211.96,1
7.6,0.31,0.34,2.5,0.082,26,35,0.99356,3.22,0.59,12.5,7,7.60.310.342.50.08226350.993563.220.5912.57,1
7.6,0.35,0.6,2.6,0.073,23,44,0.99656,3.38,0.79,11.1,6,7.60.350.62.60.07323440.996563.380.7911.16,1
7.6,0.36,0.31,1.7,0.079,26,65,0.99716,3.46,0.62,9.5,6,7.60.360.311.70.07926650.997163.460.629.56,2
7.6,0.36,0.31,1.7,0.079,26,65,0.99716,3.46,0.62,9.5,6,7.60.360.311.70.07926650.997163.460.629.56,2
7.6,0.39,0.31,2.3,0.082,23,71,0.9982,3.52,0.65,9.7,5,7.60.390.312.30.08223710.99823.520.659.75,1
7.6,0.4,0.29,1.9,0.078,29,66,0.9971,3.45,0.59,9.5,6,7.60.40.291.90.07829660.99713.450.599.56,1
7.6,0.41,0.14,3,0.087,21,43,0.9964,3.32,0.57,10.5,6,7.60.410.1430.08721430.99643.320.5710.56,1
7.6,0.41,0.24,1.8,0.08,4,11,0.9962,3.28,0.59,9.5,5,7.60.410.241.80.084110.99623.280.599.55,1
7.6,0.41,0.33,2.5,0.078,6,23,0.9957,3.3,0.58,11.2,5,7.60.410.332.50.0786230.99573.30.5811.25,1
7.6,0.41,0.49,2,0.088,16,43,0.998,3.48,0.64,9.1,5,7.60.410.4920.08816430.9983.480.649.15,1
7.6,0.42,0.08,2.7,0.084,15,48,0.9968,3.21,0.59,10,5,7.60.420.082.70.08415480.99683.210.59105,1
7.6,0.42,0.25,3.9,0.104,28,90,0.99784,3.15,0.57,9.1,5,7.60.420.253.90.10428900.997843.150.579.15,1
7.6,0.43,0.29,2.1,0.075,19,66,0.99718,3.4,0.64,9.5,5,7.60.430.292.10.07519660.997183.40.649.55,2
7.6,0.43,0.29,2.1,0.075,19,66,0.99718,3.4,0.64,9.5,5,7.60.430.292.10.07519660.997183.40.649.55,2
7.6,0.43,0.31,2.1,0.069,13,74,0.9958,3.26,0.54,9.9,6,7.60.430.312.10.06913740.99583.260.549.96,1
7.6,0.43,0.4,2.7,0.082,6,11,0.99538,3.44,0.54,12.2,6,7.60.430.42.70.0826110.995383.440.5412.26,1
7.6,0.46,0.11,2.6,0.079,12,49,0.9968,3.21,0.57,10,5,7.60.460.112.60.07912490.99683.210.57105,1
7.6,0.48,0.31,2.8,0.07,4,15,0.99693,3.22,0.55,10.3,6,7.60.480.312.80.074150.996933.220.5510.36,1
7.6,0.49,0.26,1.6,0.236,10,88,0.9968,3.11,0.8,9.3,5,7.60.490.261.60.23610880.99683.110.89.35,1
7.6,0.49,0.33,1.9,0.074,27,85,0.99706,3.41,0.58,9,5,7.60.490.331.90.07427850.997063.410.5895,2
7.6,0.49,0.33,1.9,0.074,27,85,0.99706,3.41,0.58,9,5,7.60.490.331.90.07427850.997063.410.5895,2
7.6,0.5,0.29,2.3,0.086,5,14,0.99502,3.32,0.62,11.5,6,7.60.50.292.30.0865140.995023.320.6211.56,1
7.6,0.51,0.15,2.8,0.11,33,73,0.9955,3.17,0.63,10.2,6,7.60.510.152.80.1133730.99553.170.6310.26,1
7.6,0.51,0.24,2.4,0.091,8,38,0.998,3.47,0.66,9.6,6,7.60.510.242.40.0918380.9983.470.669.66,1
7.6,0.52,0.12,3,0.067,12,53,0.9971,3.36,0.57,9.1,5,7.60.520.1230.06712530.99713.360.579.15,1
7.6,0.54,0.02,1.7,0.085,17,31,0.99589,3.37,0.51,10.4,6,7.60.540.021.70.08517310.995893.370.5110.46,1
7.6,0.54,0.13,2.5,0.097,24,66,0.99785,3.39,0.61,9.4,5,7.60.540.132.50.09724660.997853.390.619.45,1
7.6,0.55,0.21,2.2,0.071,7,28,0.9964,3.28,0.55,9.7,5,7.60.550.212.20.0717280.99643.280.559.75,2
7.6,0.55,0.21,2.2,0.071,7,28,0.9964,3.28,0.55,9.7,5,7.60.550.212.20.0717280.99643.280.559.75,2
7.6,0.62,0.32,2.2,0.082,7,54,0.9966,3.36,0.52,9.4,5,7.60.620.322.20.0827540.99663.360.529.45,1
7.6,0.63,0.03,2,0.08,27,43,0.99578,3.44,0.64,10.9,6,7.60.630.0320.0827430.995783.440.6410.96,1
7.6,0.645,0.03,1.9,0.086,14,57,0.9969,3.37,0.46,10.3,5,7.60.6450.031.90.08614570.99693.370.4610.35,2
7.6,0.645,0.03,1.9,0.086,14,57,0.9969,3.37,0.46,10.3,5,7.60.6450.031.90.08614570.99693.370.4610.35,2
7.6,0.665,0.1,1.5,0.066,27,55,0.99655,3.39,0.51,9.3,5,7.60.6650.11.50.06627550.996553.390.519.35,1
7.6,0.68,0.02,1.3,0.072,9,20,0.9965,3.17,1.08,9.2,4,7.60.680.021.30.0729200.99653.171.089.24,1
7.6,0.685,0.23,2.3,0.111,20,84,0.9964,3.21,0.61,9.3,5,7.60.6850.232.30.11120840.99643.210.619.35,1
7.6,0.715,0,2.1,0.068,30,35,0.99533,3.48,0.65,11.4,6,7.60.71502.10.06830350.995333.480.6511.46,1
7.6,0.735,0.02,2.5,0.071,10,14,0.99538,3.51,0.71,11.7,7,7.60.7350.022.50.07110140.995383.510.7111.77,1
7.6,0.74,0,1.9,0.1,6,12,0.99521,3.36,0.59,11,5,7.60.7401.90.16120.995213.360.59115,1
7.6,0.78,0,1.7,0.076,33,45,0.99612,3.31,0.62,10.7,6,7.60.7801.70.07633450.996123.310.6210.76,1
7.6,0.79,0.21,2.3,0.087,21,68,0.9955,3.12,0.44,9.2,5,7.60.790.212.30.08721680.99553.120.449.25,1
7.6,0.9,0.06,2.5,0.079,5,10,0.9967,3.39,0.56,9.8,5,7.60.90.062.50.0795100.99673.390.569.85,1
7.6,0.95,0.03,2,0.09,7,20,0.9959,3.2,0.56,9.6,5,7.60.950.0320.097200.99593.20.569.65,1
7.6,1.58,0,2.1,0.137,5,9,0.99476,3.5,0.4,10.9,3,7.61.5802.10.137590.994763.50.410.93,1
7.7,0.18,0.34,2.7,0.066,15,58,0.9947,3.37,0.78,11.8,6,7.70.180.342.70.06615580.99473.370.7811.86,1
7.7,0.23,0.37,1.8,0.046,23,60,0.9971,3.41,0.71,12.1,6,7.70.230.371.80.04623600.99713.410.7112.16,1
7.7,0.26,0.26,2,0.052,19,77,0.9951,3.15,0.79,10.9,6,7.70.260.2620.05219770.99513.150.7910.96,1
7.7,0.26,0.3,1.7,0.059,20,38,0.9949,3.29,0.47,10.8,6,7.70.260.31.70.05920380.99493.290.4710.86,1
7.7,0.27,0.68,3.5,0.358,5,10,0.9972,3.25,1.08,9.9,7,7.70.270.683.50.3585100.99723.251.089.97,1
7.7,0.28,0.3,2,0.062,18,34,0.9952,3.28,0.9,11.3,7,7.70.280.320.06218340.99523.280.911.37,1
7.7,0.39,0.12,1.7,0.097,19,27,0.99596,3.16,0.49,9.4,5,7.70.390.121.70.09719270.995963.160.499.45,2
7.7,0.39,0.12,1.7,0.097,19,27,0.99596,3.16,0.49,9.4,5,7.70.390.121.70.09719270.995963.160.499.45,2
7.7,0.41,0.76,1.8,0.611,8,45,0.9968,3.06,1.26,9.4,5,7.70.410.761.80.6118450.99683.061.269.45,1
7.7,0.43,0.25,2.6,0.073,29,63,0.99615,3.37,0.58,10.5,6,7.70.430.252.60.07329630.996153.370.5810.56,2
7.7,0.43,0.25,2.6,0.073,29,63,0.99615,3.37,0.58,10.5,6,7.70.430.252.60.07329630.996153.370.5810.56,2
7.7,0.49,0.26,1.9,0.062,9,31,0.9966,3.39,0.64,9.6,5,7.70.490.261.90.0629310.99663.390.649.65,2
7.7,0.49,0.26,1.9,0.062,9,31,0.9966,3.39,0.64,9.6,5,7.70.490.261.90.0629310.99663.390.649.65,2
7.7,0.51,0.28,2.1,0.087,23,54,0.998,3.42,0.74,9.2,5,7.70.510.282.10.08723540.9983.420.749.25,1
7.7,0.53,0.06,1.7,0.074,9,39,0.99615,3.35,0.48,9.8,6,7.70.530.061.70.0749390.996153.350.489.86,1
7.7,0.54,0.26,1.9,0.089,23,147,0.99636,3.26,0.59,9.7,5,7.70.540.261.90.089231470.996363.260.599.75,2
7.7,0.54,0.26,1.9,0.089,23,147,0.99636,3.26,0.59,9.7,5,7.70.540.261.90.089231470.996363.260.599.75,2
7.7,0.56,0.08,2.5,0.114,14,46,0.9971,3.24,0.66,9.6,6,7.70.560.082.50.11414460.99713.240.669.66,1
7.7,0.56,0.2,2,0.075,9,39,0.9987,3.48,0.62,9.3,5,7.70.560.220.0759390.99873.480.629.35,1
7.7,0.57,0.21,1.5,0.069,4,9,0.99458,3.16,0.54,9.8,6,7.70.570.211.50.069490.994583.160.549.86,2
7.7,0.57,0.21,1.5,0.069,4,9,0.99458,3.16,0.54,9.8,6,7.70.570.211.50.069490.994583.160.549.86,2
7.7,0.58,0.01,1.8,0.088,12,18,0.99568,3.32,0.56,10.5,7,7.70.580.011.80.08812180.995683.320.5610.57,2
7.7,0.58,0.01,1.8,0.088,12,18,0.99568,3.32,0.56,10.5,7,7.70.580.011.80.08812180.995683.320.5610.57,2
7.7,0.58,0.1,1.8,0.102,28,109,0.99565,3.08,0.49,9.8,6,7.70.580.11.80.102281090.995653.080.499.86,1
7.7,0.6,0.06,2,0.079,19,41,0.99697,3.39,0.62,10.1,6,7.70.60.0620.07919410.996973.390.6210.16,1
7.7,0.6,0,2.6,0.055,7,13,0.99639,3.38,0.56,10.8,5,7.70.602.60.0557130.996393.380.5610.85,1
7.7,0.61,0.18,2.4,0.083,6,20,0.9963,3.29,0.6,10.2,6,7.70.610.182.40.0836200.99633.290.610.26,1
7.7,0.62,0.04,3.8,0.084,25,45,0.9978,3.34,0.53,9.5,5,7.70.620.043.80.08425450.99783.340.539.55,1
7.7,0.63,0.08,1.9,0.076,15,27,0.9967,3.32,0.54,9.5,6,7.70.630.081.90.07615270.99673.320.549.56,1
7.7,0.64,0.21,2.2,0.077,32,133,0.9956,3.27,0.45,9.9,5,7.70.640.212.20.077321330.99563.270.459.95,1
7.7,0.66,0.04,1.6,0.039,4,9,0.9962,3.4,0.47,9.4,5,7.70.660.041.60.039490.99623.40.479.45,1
7.7,0.665,0,2.4,0.09,8,19,0.9974,3.27,0.73,9.3,5,7.70.66502.40.098190.99743.270.739.35,1
7.7,0.67,0.23,2.1,0.088,17,96,0.9962,3.32,0.48,9.5,5,7.70.670.232.10.08817960.99623.320.489.55,1
7.7,0.69,0.05,2.7,0.075,15,27,0.9974,3.26,0.61,9.1,5,7.70.690.052.70.07515270.99743.260.619.15,1
7.7,0.69,0.22,1.9,0.084,18,94,0.9961,3.31,0.48,9.5,5,7.70.690.221.90.08418940.99613.310.489.55,1
7.7,0.69,0.49,1.8,0.115,20,112,0.9968,3.21,0.71,9.3,5,7.70.690.491.80.115201120.99683.210.719.35,1
7.7,0.705,0.1,2.6,0.084,9,26,0.9976,3.39,0.49,9.7,5,7.70.7050.12.60.0849260.99763.390.499.75,1
7.7,0.715,0.01,2.1,0.064,31,43,0.99371,3.41,0.57,11.8,6,7.70.7150.012.10.06431430.993713.410.5711.86,2
7.7,0.715,0.01,2.1,0.064,31,43,0.99371,3.41,0.57,11.8,6,7.70.7150.012.10.06431430.993713.410.5711.86,2
7.7,0.75,0.27,3.8,0.11,34,89,0.99664,3.24,0.45,9.3,5,7.70.750.273.80.1134890.996643.240.459.35,1
7.7,0.775,0.42,1.9,0.092,8,86,0.9959,3.23,0.59,9.5,5,7.70.7750.421.90.0928860.99593.230.599.55,1
7.7,0.835,0,2.6,0.081,6,14,0.9975,3.3,0.52,9.3,5,7.70.83502.60.0816140.99753.30.529.35,1
7.7,0.915,0.12,2.2,0.143,7,23,0.9964,3.35,0.65,10.2,7,7.70.9150.122.20.1437230.99643.350.6510.27,1
7.7,0.935,0.43,2.2,0.114,22,114,0.997,3.25,0.73,9.2,5,7.70.9350.432.20.114221140.9973.250.739.25,1
7.7,0.96,0.2,2,0.047,15,60,0.9955,3.36,0.44,10.9,5,7.70.960.220.04715600.99553.360.4410.95,2
7.7,0.96,0.2,2,0.047,15,60,0.9955,3.36,0.44,10.9,5,7.70.960.220.04715600.99553.360.4410.95,2
7.7,0.965,0.1,2.1,0.112,11,22,0.9963,3.26,0.5,9.5,5,7.70.9650.12.10.11211220.99633.260.59.55,2
7.7,0.965,0.1,2.1,0.112,11,22,0.9963,3.26,0.5,9.5,5,7.70.9650.12.10.11211220.99633.260.59.55,2
7.7,1.005,0.15,2.1,0.102,11,32,0.99604,3.23,0.48,10,5,7.71.0050.152.10.10211320.996043.230.48105,1
7.8,0.32,0.44,2.7,0.104,8,17,0.99732,3.33,0.78,11,7,7.80.320.442.70.1048170.997323.330.78117,1
7.8,0.34,0.37,2,0.082,24,58,0.9964,3.34,0.59,9.4,6,7.80.340.3720.08224580.99643.340.599.46,1
7.8,0.39,0.42,2,0.086,9,21,0.99526,3.39,0.66,11.6,6,7.80.390.4220.0869210.995263.390.6611.66,1
7.8,0.41,0.68,1.7,0.467,18,69,0.9973,3.08,1.31,9.3,5,7.80.410.681.70.46718690.99733.081.319.35,1
7.8,0.43,0.32,2.8,0.08,29,58,0.9974,3.31,0.64,10.3,5,7.80.430.322.80.0829580.99743.310.6410.35,1
7.8,0.43,0.7,1.9,0.464,22,67,0.9974,3.13,1.28,9.4,5,7.80.430.71.90.46422670.99743.131.289.45,1
7.8,0.44,0.28,2.7,0.1,18,95,0.9966,3.22,0.67,9.4,5,7.80.440.282.70.118950.99663.220.679.45,1
7.8,0.46,0.26,1.9,0.088,23,53,0.9981,3.43,0.74,9.2,6,7.80.460.261.90.08823530.99813.430.749.26,1
7.8,0.48,0.68,1.7,0.415,14,32,0.99656,3.09,1.06,9.1,6,7.80.480.681.70.41514320.996563.091.069.16,1
7.8,0.5,0.09,2.2,0.115,10,42,0.9971,3.18,0.62,9.5,5,7.80.50.092.20.11510420.99713.180.629.55,1
7.8,0.5,0.12,1.8,0.178,6,21,0.996,3.28,0.87,9.8,6,7.80.50.121.80.1786210.9963.280.879.86,1
7.8,0.5,0.17,1.6,0.082,21,102,0.996,3.39,0.48,9.5,5,7.80.50.171.60.082211020.9963.390.489.55,1
7.8,0.5,0.3,1.9,0.075,8,22,0.9959,3.31,0.56,10.4,6,7.80.50.31.90.0758220.99593.310.5610.46,1
7.8,0.52,0.25,1.9,0.081,14,38,0.9984,3.43,0.65,9,6,7.80.520.251.90.08114380.99843.430.6596,2
7.8,0.52,0.25,1.9,0.081,14,38,0.9984,3.43,0.65,9,6,7.80.520.251.90.08114380.99843.430.6596,2
7.8,0.53,0.01,1.6,0.077,3,19,0.995,3.16,0.46,9.8,5,7.80.530.011.60.0773190.9953.160.469.85,2
7.8,0.53,0.01,1.6,0.077,3,19,0.995,3.16,0.46,9.8,5,7.80.530.011.60.0773190.9953.160.469.85,2
7.8,0.53,0.04,1.7,0.076,17,31,0.9964,3.33,0.56,10,6,7.80.530.041.70.07617310.99643.330.56106,1
7.8,0.53,0.33,2.4,0.08,24,144,0.99655,3.3,0.6,9.5,5,7.80.530.332.40.08241440.996553.30.69.55,1
7.8,0.54,0.26,2,0.088,23,48,0.9981,3.41,0.74,9.2,6,7.80.540.2620.08823480.99813.410.749.26,1
7.8,0.545,0.12,2.5,0.068,11,35,0.996,3.34,0.61,11.6,6,7.80.5450.122.50.06811350.9963.340.6111.66,1
7.8,0.55,0.35,2.2,0.074,21,66,0.9974,3.25,0.56,9.2,5,7.80.550.352.20.07421660.99743.250.569.25,1
7.8,0.55,0,1.7,0.07,7,17,0.99659,3.26,0.64,9.4,6,7.80.5501.70.077170.996593.260.649.46,1
7.8,0.56,0.12,2,0.082,7,28,0.997,3.37,0.5,9.4,6,7.80.560.1220.0827280.9973.370.59.46,1
7.8,0.56,0.19,1.8,0.104,12,47,0.9964,3.19,0.93,9.5,5,7.80.560.191.80.10412470.99643.190.939.55,2
7.8,0.56,0.19,1.8,0.104,12,47,0.9964,3.19,0.93,9.5,5,7.80.560.191.80.10412470.99643.190.939.55,2
7.8,0.56,0.19,2.1,0.081,15,105,0.9962,3.33,0.54,9.5,5,7.80.560.192.10.081151050.99623.330.549.55,1
7.8,0.56,0.19,2,0.081,17,108,0.9962,3.32,0.54,9.5,5,7.80.560.1920.081171080.99623.320.549.55,1
7.8,0.57,0.09,2.3,0.065,34,45,0.99417,3.46,0.74,12.7,8,7.80.570.092.30.06534450.994173.460.7412.78,1
7.8,0.57,0.31,1.8,0.069,26,120,0.99625,3.29,0.53,9.3,5,7.80.570.311.80.069261200.996253.290.539.35,1
7.8,0.58,0.02,2,0.073,9,18,0.9968,3.36,0.57,9.5,7,7.80.580.0220.0739180.99683.360.579.57,1
7.8,0.58,0.13,2.1,0.102,17,36,0.9944,3.24,0.53,11.2,6,7.80.580.132.10.10217360.99443.240.5311.26,1
7.8,0.59,0.18,2.3,0.076,17,54,0.9975,3.43,0.59,10,5,7.80.590.182.30.07617540.99753.430.59105,1
7.8,0.59,0.33,2,0.074,24,120,0.9968,3.25,0.54,9.4,5,7.80.590.3320.074241200.99683.250.549.45,1
7.8,0.6,0.14,2.4,0.086,3,15,0.9975,3.42,0.6,10.8,6,7.80.60.142.40.0863150.99753.420.610.86,1
7.8,0.6,0.26,2,0.08,31,131,0.99622,3.21,0.52,9.9,5,7.80.60.2620.08311310.996223.210.529.95,3
7.8,0.6,0.26,2,0.08,31,131,0.99622,3.21,0.52,9.9,5,7.80.60.2620.08311310.996223.210.529.95,3
7.8,0.6,0.26,2,0.08,31,131,0.99622,3.21,0.52,9.9,5,7.80.60.2620.08311310.996223.210.529.95,3
7.8,0.61,0.29,1.6,0.114,9,29,0.9974,3.26,1.56,9.1,5,7.80.610.291.60.1149290.99743.261.569.15,1
7.8,0.62,0.05,2.3,0.079,6,18,0.99735,3.29,0.63,9.3,5,7.80.620.052.30.0796180.997353.290.639.35,1
7.8,0.63,0.48,1.7,0.1,14,96,0.9961,3.19,0.62,9.5,5,7.80.630.481.70.114960.99613.190.629.55,1
7.8,0.64,0.1,6,0.115,5,11,0.9984,3.37,0.69,10.1,7,7.80.640.160.1155110.99843.370.6910.17,1
7.8,0.64,0,1.9,0.072,27,55,0.9962,3.31,0.63,11,5,7.80.6401.90.07227550.99623.310.63115,1
7.8,0.645,0,2,0.082,8,16,0.9964,3.38,0.59,9.8,6,7.80.645020.0828160.99643.380.599.86,1
7.8,0.645,0,5.5,0.086,5,18,0.9986,3.4,0.55,9.6,6,7.80.64505.50.0865180.99863.40.559.66,1
7.8,0.7,0.06,1.9,0.079,20,35,0.99628,3.4,0.69,10.9,5,7.80.70.061.90.07920350.996283.40.6910.95,1
7.8,0.735,0.08,2.4,0.092,10,41,0.9974,3.24,0.71,9.8,6,7.80.7350.082.40.09210410.99743.240.719.86,1
7.8,0.76,0.04,2.3,0.092,15,54,0.997,3.26,0.65,9.8,5,7.80.760.042.30.09215540.9973.260.659.85,1
7.8,0.815,0.01,2.6,0.074,48,90,0.99621,3.38,0.62,10.8,5,7.80.8150.012.60.07448900.996213.380.6210.85,1
7.8,0.82,0.29,4.3,0.083,21,64,0.99642,3.16,0.53,9.4,5,7.80.820.294.30.08321640.996423.160.539.45,1
7.8,0.87,0.26,3.8,0.107,31,67,0.99668,3.26,0.46,9.2,5,7.80.870.263.80.10731670.996683.260.469.25,1
7.8,0.88,0,2.6,0.098,25,67,0.9968,3.2,0.68,9.8,5,7.80.8802.60.09825670.99683.20.689.85,1
7.8,0.91,0.07,1.9,0.058,22,47,0.99525,3.51,0.43,10.7,6,7.80.910.071.90.05822470.995253.510.4310.76,1
7.9,0.18,0.4,1.8,0.062,7,20,0.9941,3.28,0.7,11.1,5,7.90.180.41.80.0627200.99413.280.711.15,1
7.9,0.18,0.4,2.2,0.049,38,67,0.996,3.33,0.93,11.3,5,7.90.180.42.20.04938670.9963.330.9311.35,1
7.9,0.19,0.42,1.6,0.057,18,30,0.994,3.29,0.69,11.2,6,7.90.190.421.60.05718300.9943.290.6911.26,1
7.9,0.2,0.35,1.7,0.054,7,15,0.99458,3.32,0.8,11.9,7,7.90.20.351.70.0547150.994583.320.811.97,1
7.9,0.24,0.4,1.6,0.056,11,25,0.9967,3.32,0.87,8.7,6,7.90.240.41.60.05611250.99673.320.878.76,1
7.9,0.29,0.49,2.2,0.096,21,59,0.99714,3.31,0.67,10.1,6,7.90.290.492.20.09621590.997143.310.6710.16,1
7.9,0.3,0.68,8.3,0.05,37.5,278,0.99316,3.01,0.51,12.3,7,7.90.30.688.30.0537.52780.993163.010.5112.37,1
7.9,0.3,0.68,8.3,0.05,37.5,289,0.99316,3.01,0.51,12.3,7,7.90.30.688.30.0537.52890.993163.010.5112.37,1
7.9,0.31,0.32,1.9,0.066,14,36,0.99364,3.41,0.56,12.6,6,7.90.310.321.90.06614360.993643.410.5612.66,1
7.9,0.32,0.51,1.8,0.341,17,56,0.9969,3.04,1.08,9.2,6,7.90.320.511.80.34117560.99693.041.089.26,1
7.9,0.33,0.23,1.7,0.077,18,45,0.99625,3.29,0.65,9.3,5,7.90.330.231.70.07718450.996253.290.659.35,1
7.9,0.33,0.41,1.5,0.056,6,35,0.99396,3.29,0.71,11,6,7.90.330.411.50.0566350.993963.290.71116,1
7.9,0.34,0.36,1.9,0.065,5,10,0.99419,3.27,0.54,11.2,7,7.90.340.361.90.0655100.994193.270.5411.27,1
7.9,0.34,0.42,2,0.086,8,19,0.99546,3.35,0.6,11.4,6,7.90.340.4220.0868190.995463.350.611.46,1
7.9,0.35,0.21,1.9,0.073,46,102,0.9964,3.27,0.58,9.5,5,7.90.350.211.90.073461020.99643.270.589.55,1
7.9,0.35,0.46,3.6,0.078,15,37,0.9973,3.35,0.86,12.8,8,7.90.350.463.60.07815370.99733.350.8612.88,1
7.9,0.37,0.23,1.8,0.077,23,49,0.9963,3.28,0.67,9.3,5,7.90.370.231.80.07723490.99633.280.679.35,1
7.9,0.4,0.29,1.8,0.157,1,44,0.9973,3.3,0.92,9.5,6,7.90.40.291.80.1571440.99733.30.929.56,1
7.9,0.4,0.3,1.8,0.157,2,45,0.99727,3.31,0.91,9.5,6,7.90.40.31.80.1572450.997273.310.919.56,1
7.9,0.43,0.21,1.6,0.106,10,37,0.9966,3.17,0.91,9.5,5,7.90.430.211.60.10610370.99663.170.919.55,2
7.9,0.43,0.21,1.6,0.106,10,37,0.9966,3.17,0.91,9.5,5,7.90.430.211.60.10610370.99663.170.919.55,2
7.9,0.49,0.32,1.9,0.082,17,144,0.9968,3.2,0.55,9.5,5,7.90.490.321.90.082171440.99683.20.559.55,1
7.9,0.5,0.33,2,0.084,15,143,0.9968,3.2,0.55,9.5,5,7.90.50.3320.084151430.99683.20.559.55,1
7.9,0.51,0.25,2.9,0.077,21,45,0.9974,3.49,0.96,12.1,6,7.90.510.252.90.07721450.99743.490.9612.16,1
7.9,0.52,0.26,1.9,0.079,42,140,0.9964,3.23,0.54,9.5,5,7.90.520.261.90.079421400.99643.230.549.55,1
7.9,0.53,0.24,2,0.072,15,105,0.996,3.27,0.54,9.4,6,7.90.530.2420.072151050.9963.270.549.46,1
7.9,0.54,0.34,2.5,0.076,8,17,0.99235,3.2,0.72,13.1,8,7.90.540.342.50.0768170.992353.20.7213.18,1
7.9,0.545,0.06,4,0.087,27,61,0.9965,3.36,0.67,10.7,6,7.90.5450.0640.08727610.99653.360.6710.76,2
7.9,0.545,0.06,4,0.087,27,61,0.9965,3.36,0.67,10.7,6,7.90.5450.0640.08727610.99653.360.6710.76,2
7.9,0.57,0.31,2,0.079,10,79,0.99677,3.29,0.69,9.5,6,7.90.570.3120.07910790.996773.290.699.56,1
7.9,0.58,0.23,2.3,0.076,23,94,0.99686,3.21,0.58,9.5,6,7.90.580.232.30.07623940.996863.210.589.56,2
7.9,0.58,0.23,2.3,0.076,23,94,0.99686,3.21,0.58,9.5,6,7.90.580.232.30.07623940.996863.210.589.56,2
